text,label,label_name,source,sarcasm_type,hate_type
মাগির তুই জানিস জাকির নায়েক খুনে আছে সেই এখন মালয়েশিয়া আছে,1,Explicit Hateful,BD_SHS,None,Offensive
সেফাত হলো নাস্তিক এই হলো একটা ফালতু লোক একে পেলে অনেক লোকেই মারবে,1,Explicit Hateful,BD_SHS,None,Abusive
"সেদিকে সব গলে যাচ্ছে অথচ তার মনটা গলেনা, মন গলাতে করনীয় কি এখন? ",2,Implicit Hateful,BenSarc,Sarcasm,None
তুরা সাংবাদিক না মাদারীরচোদ,1,Explicit Hateful,BD_SHS,None,Offensive
সব কয়টা জাজ কে কুত্তা দিয়ে চুদানো দরকার। আর এই সালায় আরেক জনের চুল নিয়ে মজা করে আবার জিজ্ঞেস করে সব কয়টা অজ্ঞ ঠিক আছে কি না। এই সালায় নিজেই তো পাগলের মত চুল রাখছে রাস্তার পাগলদের মত আর অর পেন্ট খুললে অর সোনা খুজে পাওয়া যাবে না সালায় তো একটা হিজরা। আর ফারিহা মমো এই মাগি কি বিচারক হয়ার যোগ্যতা রাখে। সব গুলা কুত্তা বিচারক এর জায়গায় বসিয়ে রাখছে। কুত্তা দিয়ে কখনো মানুষ বিবেচনা করা যায় না।,1,Explicit Hateful,BD_SHS,None,Hate
কিছু বলতে পারিনা ফ্রেন্ড লিস্টের কলিজারা আইয়া হাহাআ দেয়,2,Implicit Hateful,BenSarc,Sarcasm,None
হুজুর আমি অনেক ভালো হতে চাই আমার খুব ইচ্ছা যে ঘরে বসে খালি এবাদত করি কিন্তু আমার জপ করতে হবে কারন আমি বড় অসহায় ছোট আর অল্প বয়সে থেকে লাইফটা এমনি কঠিন হয়ে গেছে এই বয়সে এতো টেনসন সামলাতে পারি না আর যেটুকু টাইম পাই হুজুর আমি এবাদত করি আবার শরীল বেশি ভালো না তাই কষ্ট টা আমার জন্য কঠিন হুজুর মাঝে মাঝে শক্তি যে আর কুলায় না আর বড় একা লাগে হুজুর কিন্তু আমার এই এবাদত ভালো লাগে না বাইরে যেতে হয় মনে হয় একটু সুখের আলো বাসায় বসে থেকে এবাদত করতে পারতাম হুজুর আপনি কিছু মনে করবেন না মনে হলো আপনাকে এসব বলি কারন আমার কষ্ট এবাদত আল্লাহ হয়তো কবুল করছেন না তাই আপনি এটা একটু বলবেন যে আমাকে যাতে মাফ করে দেন আশা পুরন হয় যাতে,0,Not Hateful,BD_SHS,None,Non-hateful
আরেহ তোর ফোন তুই ছবি তুলবি মানুস জানে যারা চেনে হেনে আইস্যা রিপ্লে দিবে তোর ফোনে নাই তাই করোস না,2,Implicit Hateful,BenSarc,Sarcasm,Non-hateful
এই রহম পোলারে পিডায়া মাইর‍্যা ফেলা উচিৎ। সময় টিভি।,1,Explicit Hateful,BIDWESH,None,Abusive
পায় আৰু কিশোৰ কুমাৰৰ নাম আছিল আৰিয়ানা নিয়ন্ত্ৰণ ৰিছিল কৰা হয় কাৰণ ইহঁতৰ কেইবা বছৰ বয়সতে তেওঁ দ্বিতীয়বাৰৰ কাৰণে প্ৰধানমন্ত্ৰী নৰেন্দ্ৰ মোদী এই অঞ্চলত অসমীয়া লোকে বিহুত আৰু সন্মানসূচক ভাৱে তেওঁক তেওঁৰ ইচ্ছানুসৰি মহম্মদ ৰফি আৰু লতা মংগেশকাৰৰ আৰু কিশোৰ কুমাৰে নানা অত্যাচাৰৰ বলি কটা কলপাত এই কথা দেখা যায় কিন্তু ওজন ও অন্যান্য জলচৰ চৰাই এটা অংশ ৰূপে অন্তৰ্ভূক্ত কৰে শঙ্কৰ এই কথা অস্বীকাৰ কৰিলে যাৰ বাবে তেওঁ অৰ্জুনৰ উপৰত আলোকপাত আৰু কিশোৰ নৰসিংহ নামৰ এটা কবিতা আৰু গল্প লিখাৰ আগতে পুৰণি প্ৰবন্ধ এটাত উপশ্ৰেণী কৰে আৰু গল্প লিখাৰ এসপ্তাহৰ পিছত তেওঁ দ্বিতীয়বাৰৰ এই অঞ্চলত অনেক মচজিদ আৰু কিশোৰ নৰসিংহ মেহতাৰ আৰু লতা মঙ্গেশকাৰ উভয় দেশৰে নাগৰিক,0,Not Hateful,BD_SHS,None,Non-hateful
ফানা ফানা কি বুঝলাম না,0,Not Hateful,BD_SHS,None,Non-hateful
যে বিচারক দেছে মাসুদ রানা সিলেক্ট হরতে তারা মানু কে সম্মান হরতে জানে না হ্যারা কিভাবে মাসুদ রানা বের হরবে। প্রত্যেকটা মানুের আত্মসম্মান আলহে। কাউরে অপমান হরার অধিকার নেই তাদের। তাদের অনেক ফ্যান আলহে যারা আগে তাদের এমন রুপ দেখিনাই। অয়তো অভিনয়ের হারণে অনেক রুপ দেইখ্যা থাকি। বাস্তবে তারা এতো নিচু জানা আলহে না।,0,Not Hateful,BIDWESH,None,Non-hateful
এর কঠোর শাস্তি হওয়া উচিতফাঁসি দেওয়া উচিত এই জানোয়ারটাকে,1,Explicit Hateful,BD_SHS,None,Abusive
যারা বলে সংসার টিকে থাকে টাকা পয়সা আর ধন সম্পদের উপর মেয়ের জন্য একটা টাকাওয়ালা ছেলে চাই তাদের জানিয়ে দিন আজ বিশ্বসেরা ধনী বিলগেটস এর বিবাহ বিচ্ছেদ হয়েছে !,2,Implicit Hateful,BenSarc,Sarcasm,None
চে থাকতে তাদের এতো অবহেলা করি কেন অল্পতেই সিরিয়াস হয়ে যাই কেন,2,Implicit Hateful,BanglaSarc3,Sarcasm,None
ভাই আমি এখন ও করি এরকম,2,Implicit Hateful,BanglaSarc3,Sarcasm,None
তোমাকে জেমস তোদেও না । গাঞ্জা চাষ কমা ।,2,Implicit Hateful,BenSarc,Humor,None
